gene_id	s001_Line1_0g_repeat	s002_Line1_0g_repeat	s003_Line1_0g_repeat	s004_Line1_1g_repeat	s005_Line1_1g_repeat	s006_Line1_1g_repeat	s007_Line1_ground_repeat	s008_Line1_ground_repeat	s009_Line1_ground_repeat
ENSG00000025423	17	4	1	3	17	1	0	11	9
ENSG00000025434	249	363	516	317	462	397	634	426	779
ENSG00000025708	77	94	105	76	150	96	47	80	113
ENSG00000025770	532	844	1021	622	1250	1017	786	615	1410
ENSG00000025772	2006	2985	4344	2980	3890	3887	6218	4960	6843
ENSG00000025796	1330	1831	2524	1260	2396	1920	2040	1582	3060
ENSG00000025800	1115	1861	3390	1560	2788	1934	2812	2407	3349
ENSG00000026025	2773	5066	5639	2789	5980	5581	2255	1915	3382
ENSG00000026036	6	27	21	3	6	18	0	1	9
ENSG00000026103	495	635	655	528	729	596	342	322	574
ENSG00000026297	131	132	181	91	285	188	125	147	173
ENSG00000026508	32	8	89	51	58	39	25	93	58
ENSG00000026559	122	159	195	167	397	325	277	298	306
ENSG00000026652	108	196	162	177	362	246	333	181	315
ENSG00000026751	0	0	0	0	0	33	0	0	0
ENSG00000026950	11	2	38	3	0	0	11	25	0
ENSG00000027001	584	828	1010	495	1106	654	1091	1134	1692
ENSG00000027075	349	408	567	192	564	253	1025	768	1452
ENSG00000027644	4	1	39	26	16	21	7	23	6
ENSG00000027697	715	1234	1469	1134	1870	1355	1457	1259	1862
ENSG00000027847	601	917	1073	842	1454	1234	787	760	1331
ENSG00000027869	9	6	13	36	5	20	3	3	3
ENSG00000028116	261	406	623	538	781	746	471	511	782
ENSG00000028137	4	20	0	23	0	28	4	12	0
ENSG00000028203	888	1459	1912	1379	2198	1682	1886	1496	2158
ENSG00000028277	3	0	1	3	5	14	0	0	0
ENSG00000028310	371	426	625	359	828	492	481	285	578
ENSG00000028528	1090	1995	2654	1646	2762	2394	2544	2001	3535
ENSG00000028839	261	358	489	395	523	777	494	462	549
ENSG00000029153	61	55	113	59	187	92	17	51	118
ENSG00000029363	852	1625	1950	996	1654	1370	2429	1918	2948
ENSG00000029364	758	1000	2031	1222	1786	1761	1392	1033	1663
ENSG00000029534	152	224	627	113	347	92	739	527	993
ENSG00000029559	0	0	0	0	0	0	0	0	0
ENSG00000029639	202	421	414	267	499	707	533	447	564
ENSG00000029725	815	1171	1976	1372	1735	1652	1561	1641	2274
ENSG00000029993	1537	2516	3304	1703	3249	2963	2278	1996	3424
ENSG00000030066	634	1012	2000	930	1850	1531	1861	982	1741
ENSG00000030110	1574	2426	3541	1562	3309	2619	2344	2057	3154
ENSG00000030304	0	0	0	0	0	1	0	0	0
ENSG00000030419	6	41	38	40	14	15	19	62	96
ENSG00000030582	5858	7978	11836	6402	12635	9943	12111	9372	16573
ENSG00000031003	122	274	334	135	352	224	162	152	365
ENSG00000031081	690	877	1669	743	1664	983	1574	1262	1805
ENSG00000031691	126	154	220	165	264	239	175	119	151
ENSG00000031698	4324	7258	9127	5919	10340	9373	5411	4311	7669
ENSG00000031823	172	242	373	172	533	371	308	264	392
ENSG00000032219	195	299	329	303	464	276	354	271	460
ENSG00000032389	508	589	981	517	1099	845	602	506	964
ENSG00000032444	208	304	470	311	420	373	525	349	510
ENSG00000032742	268	551	582	388	509	416	711	540	822
ENSG00000033011	508	828	1176	685	1490	1144	981	675	1247
ENSG00000033030	184	336	450	393	663	600	383	395	685
ENSG00000033050	1300	2190	3044	1657	3407	2614	1993	1592	3171
ENSG00000033100	620	960	1390	948	1925	1003	1301	881	2208
ENSG00000033122	2	4	19	4	0	5	15	13	9
ENSG00000033170	227	213	342	315	465	319	594	357	650
ENSG00000033178	520	685	1278	993	999	1268	1175	888	1017
ENSG00000033327	107	189	198	82	255	121	120	185	171
ENSG00000033627	1818	2902	3864	1596	3682	2710	3056	2006	3566
ENSG00000033800	769	1436	2033	1095	1949	1797	2462	2528	2827
ENSG00000033867	131	199	356	427	175	138	487	442	628
ENSG00000034053	72	129	304	96	110	128	403	219	602
ENSG00000034152	435	557	1058	509	1212	1085	950	616	1303
ENSG00000034239	0	0	3	1	0	0	0	0	2
ENSG00000034510	3712	5162	6192	7167	10725	10615	3526	3792	4251
ENSG00000034533	154	164	292	235	280	262	166	134	454
ENSG00000034677	616	811	1719	676	1511	984	859	1014	1310
ENSG00000034693	500	774	1114	541	901	631	619	587	808
ENSG00000034713	2515	4171	4902	3890	4636	5289	4485	4810	5617
ENSG00000034971	0	0	0	0	0	0	0	0	0
ENSG00000035115	130	141	183	141	268	149	211	100	262
ENSG00000035141	2218	3849	5368	2849	5368	4120	3766	3289	5192
ENSG00000035403	4402	7300	9464	5474	12321	7604	11182	8674	13922
ENSG00000035499	55	104	90	117	125	138	146	140	174
ENSG00000035664	4	0	4	19	18	10	2	14	32
ENSG00000035681	442	690	740	549	1037	1008	1239	719	1570
ENSG00000035687	285	455	603	426	805	547	627	381	717
ENSG00000035720	0	0	5	0	0	1	0	0	0
ENSG00000035862	40	90	24	42	39	51	79	27	46
ENSG00000035928	406	816	657	647	970	796	594	635	930
ENSG00000036054	751	1039	1934	1173	1457	1327	1817	1301	1714
ENSG00000036257	1416	2608	3248	1974	2981	2461	3408	2681	4179
ENSG00000036448	74	155	206	43	79	219	306	142	282
ENSG00000036473	2	0	1	0	0	0	0	0	0
ENSG00000036530	29	77	81	39	135	62	398	373	463
ENSG00000036549	773	1325	1878	1053	1585	1372	1729	1320	1759
ENSG00000036565	0	0	2	0	0	2	0	2	0
ENSG00000036672	169	468	339	135	226	212	511	500	615
ENSG00000036828	0	0	0	0	0	0	0	0	0
ENSG00000037042	390	603	766	355	981	826	700	641	926
ENSG00000037241	811	1238	1606	1131	2098	1675	1021	954	1440
ENSG00000037280	6	15	26	0	8	48	0	0	0
ENSG00000037474	1286	1888	2462	1555	2488	2198	2056	2015	2717
ENSG00000037637	997	1756	2559	1061	2278	1798	1919	1409	1921
ENSG00000037749	427	756	1199	700	908	744	1005	633	1181
ENSG00000037757	127	174	224	126	404	130	185	146	361
ENSG00000037897	248	359	367	274	545	355	242	232	399
ENSG00000037965	0	0	0	1	0	0	0	0	0
ENSG00000038002	177	166	300	234	508	282	282	152	222
ENSG00000038210	182	220	331	158	186	258	177	152	202
ENSG00000038219	472	730	901	593	1021	718	843	784	897
ENSG00000038274	932	1343	1863	1515	1588	1618	1949	1683	2541
ENSG00000038295	4	0	1	2	7	0	0	0	25
ENSG00000038358	1464	2497	3199	1431	3869	1819	2411	1869	3078
ENSG00000038382	148	238	239	211	362	354	175	298	310
ENSG00000038427	3029	4844	8487	3489	7044	5449	7663	6075	9044
ENSG00000038532	518	790	1202	615	817	939	829	757	1129
ENSG00000038945	0	0	2	19	0	6	0	17	0
ENSG00000039068	16	32	128	47	71	153	247	82	223
ENSG00000039123	979	1434	2578	1482	2331	1952	2517	1686	3011
ENSG00000039139	6	0	4	17	0	31	9	4	0
ENSG00000039319	1213	1860	2935	1209	1824	1532	1864	1974	2191
ENSG00000039523	19	45	52	39	55	44	29	42	46
ENSG00000039537	0	0	0	0	0	10	0	0	0
ENSG00000039560	956	1516	2558	1034	2128	1489	1719	1085	1656
ENSG00000039600	7	6	3	20	3	5	20	8	1
ENSG00000039650	500	731	1038	502	1394	1005	1035	877	1387
ENSG00000039987	0	3	0	0	8	0	0	0	0
ENSG00000040199	59	131	152	110	195	99	138	95	301
ENSG00000040275	411	659	764	569	844	705	862	655	1216
ENSG00000040341	828	1491	1914	1406	1766	1324	2481	1611	2774
ENSG00000040487	601	755	979	627	1204	1413	912	579	1032
ENSG00000040531	457	706	788	406	987	911	636	540	959
ENSG00000040608	43	63	104	60	210	108	107	146	238
ENSG00000040633	1129	1862	2364	1105	2414	2066	1613	1431	2119
ENSG00000040731	58	46	181	48	108	24	292	141	342
ENSG00000040933	317	619	896	892	504	869	892	570	877
ENSG00000041353	0	27	1	0	7	0	0	0	0
ENSG00000041357	2874	4380	5809	4366	6130	6479	4673	4190	6220
ENSG00000041515	0	0	2	1	2	10	12	0	0
ENSG00000041802	773	1087	1572	1186	1967	1373	1075	945	1512
ENSG00000041880	224	403	527	126	383	287	257	118	371
ENSG00000041982	1434	2078	3796	1554	4187	1466	1125	581	1166
ENSG00000041988	250	526	622	516	848	839	607	402	718
ENSG00000042062	3	4	1	1	5	21	35	0	3
ENSG00000042088	351	469	1161	723	967	1005	945	580	1199
ENSG00000042286	526	922	1285	434	1141	1069	623	561	805
ENSG00000042304	0	0	0	0	0	0	0	1	0
ENSG00000042317	165	323	391	269	466	312	324	298	388
ENSG00000042429	779	1057	1520	1036	1671	1719	711	879	1374
ENSG00000042445	408	681	903	488	604	458	551	385	538
ENSG00000042493	364	522	805	473	953	948	496	228	659
ENSG00000042753	1860	2524	2680	1853	3147	2967	1057	1597	1295
ENSG00000042781	0	0	13	20	11	33	0	0	0
ENSG00000042813	0	0	0	1	0	0	0	0	0
ENSG00000042832	0	1	1	0	0	2	16	0	0
ENSG00000042980	29	52	59	59	42	88	106	120	129
ENSG00000043039	0	0	0	1	0	1	0	0	0
ENSG00000043093	879	1375	2209	1211	1467	1690	1704	1285	1728
ENSG00000043143	87	176	365	210	217	365	193	112	254
ENSG00000043355	6	5	7	4	10	10	1	0	12
ENSG00000043462	0	0	0	1	0	0	0	0	0
ENSG00000043514	272	447	667	443	774	691	543	428	854
ENSG00000043591	0	12	17	0	17	12	6	19	40
ENSG00000044012	0	0	0	3	0	0	0	0	0
ENSG00000044090	577	952	1432	1032	1276	1272	1579	940	1527
ENSG00000044115	3434	5225	7519	3946	7985	5330	7446	5135	9836
ENSG00000044446	119	176	212	144	245	191	264	361	366
ENSG00000044459	143	208	243	132	240	164	106	91	289
ENSG00000044524	36	102	146	61	59	39	0	59	65
ENSG00000044574	17255	29244	44704	29795	45911	39421	112907	81530	122248
ENSG00000046604	2304	3368	4115	2543	3483	3736	4109	3235	4730
ENSG00000046647	181	260	401	261	404	307	353	319	434
ENSG00000046651	303	444	419	301	751	645	266	350	344
ENSG00000046653	108	192	212	97	181	215	132	82	232
ENSG00000046774	0	0	2	0	0	0	0	0	0
ENSG00000046889	7	31	19	6	1	49	57	128	130
ENSG00000047056	405	793	1083	871	971	732	866	970	1056
ENSG00000047188	361	697	756	483	685	520	620	527	577
ENSG00000047230	684	1120	1811	702	1412	1683	1159	1081	1513
ENSG00000047249	2046	3190	4208	2086	4477	3199	2740	2330	3773
ENSG00000047315	2194	3053	5081	3493	4735	4592	4006	3727	5629
ENSG00000047346	312	556	644	479	493	400	622	551	656
ENSG00000047365	38	13	57	69	92	23	92	67	126
ENSG00000047410	1070	1457	2149	1374	2675	1840	2130	2025	2430
ENSG00000047457	0	10	1	0	5	0	10	4	10
ENSG00000047578	114	282	453	239	285	249	189	158	201
ENSG00000047579	375	660	746	417	959	764	619	571	832
ENSG00000047597	46	84	97	18	90	77	81	15	101
ENSG00000047617	0	0	17	1	1	1	8	26	4
ENSG00000047621	475	732	1194	567	618	538	935	708	1032
ENSG00000047634	253	441	441	352	369	420	392	397	487
ENSG00000047644	676	1071	1534	826	1879	1174	1570	1360	2697
ENSG00000047648	98	311	333	99	357	108	343	307	647
ENSG00000047662	0	1	9	1	2	4	3	1	0
ENSG00000047849	2125	3450	5052	2021	4612	3223	3489	2370	3995
ENSG00000047932	612	891	928	791	999	936	1041	875	1136
ENSG00000047936	0	0	3	2	0	2	0	0	0
ENSG00000048028	1808	2723	4115	1644	3749	2453	4971	4032	5994
ENSG00000048052	246	371	537	171	389	438	1092	761	1161
ENSG00000048140	688	1017	1662	944	1864	1477	1102	1012	1446
ENSG00000048162	952	1295	2000	977	2120	1588	1250	1238	1583
ENSG00000048342	128	203	366	168	287	243	397	207	444
ENSG00000048392	1906	2850	4242	2717	3405	3415	3562	3123	3648
ENSG00000048405	175	212	403	391	587	481	306	356	404
ENSG00000048462	0	0	0	2	0	0	0	0	0
ENSG00000048471	40	87	116	87	152	198	76	80	125
ENSG00000048540	112	109	245	90	126	132	268	213	258
ENSG00000048544	1441	1945	3126	1582	3454	2578	1886	1806	2329
ENSG00000048545	31	9	30	43	37	79	34	12	17
ENSG00000048649	465	849	1063	772	1036	973	808	797	1153
ENSG00000048707	292	580	729	345	614	391	452	384	618
ENSG00000048740	1287	1985	2811	834	3345	2096	2467	2184	3508
ENSG00000048828	304	477	595	344	762	430	501	445	846
ENSG00000048991	329	630	713	367	912	663	575	500	1087
ENSG00000049089	58	54	203	80	212	58	150	99	240
ENSG00000049130	215	426	445	119	291	241	358	185	357
ENSG00000049167	193	317	644	249	483	283	352	366	354
ENSG00000049192	17	23	66	52	31	31	97	86	76
ENSG00000049239	388	861	1192	733	1183	969	935	538	943
ENSG00000049245	1338	1944	2783	1749	3086	2516	2144	1823	2828
ENSG00000049246	27	27	77	48	65	30	185	188	203
ENSG00000049247	2	0	3	5	10	1	0	0	7
ENSG00000049249	6	0	0	1	0	7	0	14	7
ENSG00000049283	11	13	0	0	10	14	16	22	1
ENSG00000049323	1822	2709	4258	2299	3862	2338	4788	4592	5859
ENSG00000049449	2543	3543	5784	3481	6005	5226	2949	2420	4636
ENSG00000049540	0	0	1	2	2	3	11	0	17
ENSG00000049541	671	894	1062	694	1413	1178	1060	653	1232
ENSG00000049618	412	515	925	528	874	600	1132	575	917
ENSG00000049656	1919	2945	4252	3079	5116	4069	4547	3655	6231
ENSG00000049759	218	373	583	383	627	717	715	516	929
ENSG00000049768	4	7	51	2	3	1	0	0	0
ENSG00000049769	306	533	607	425	719	629	760	670	1140
ENSG00000049860	1513	2252	3143	2679	3489	3234	2080	1184	2698
ENSG00000049883	285	388	720	328	589	554	527	420	483
ENSG00000050030	1	44	7	1	1	3	0	16	42
ENSG00000050130	1679	2643	3455	1808	3092	2471	2842	2570	2897
ENSG00000050165	2732	3721	5092	1772	4765	2831	6914	5499	8317
ENSG00000050327	3	39	32	1	20	38	27	9	16
ENSG00000050344	25	7	2	41	2	41	43	48	74
ENSG00000050393	720	1108	1454	811	1770	1102	1542	1156	2187
ENSG00000050405	207	197	472	385	875	486	266	260	389
ENSG00000050426	262	498	502	431	576	479	326	298	423
ENSG00000050438	75	131	233	115	163	197	573	538	1154
ENSG00000050555	4	29	27	3	41	43	382	154	374
ENSG00000050628	15	6	44	10	50	90	32	47	104
ENSG00000050730	0	0	14	12	17	14	0	0	0
ENSG00000050748	821	1183	1833	1131	1776	1389	1580	1276	2799
ENSG00000050767	31	41	72	42	37	47	241	57	178
ENSG00000050820	2013	2912	4603	3250	5353	3884	3057	2596	3806
ENSG00000051009	246	440	614	527	696	609	579	290	759
ENSG00000051108	1895	3244	4262	2734	4277	3961	4041	3469	6097
ENSG00000051128	291	468	475	519	727	975	490	418	634
ENSG00000051180	252	300	412	299	499	329	198	161	358
ENSG00000051341	110	148	116	85	212	78	240	147	253
ENSG00000051382	290	418	552	323	497	711	541	731	970
ENSG00000051523	2316	3177	3883	2168	5503	4598	2901	2839	3483
ENSG00000051596	448	672	892	653	1319	899	814	687	964
ENSG00000051620	968	1578	1931	1201	2174	1852	960	917	1253
ENSG00000051825	358	663	763	448	1090	572	950	534	1164
ENSG00000052126	897	1226	1549	691	1579	1066	1800	1649	2310
ENSG00000052344	284	435	703	305	609	682	631	392	1168
ENSG00000052723	1639	2760	3442	1918	3439	2630	2605	1959	2735
ENSG00000052749	609	800	1226	828	1926	1049	817	367	685
ENSG00000052795	1584	2875	4106	2108	4067	2639	5808	3421	6439
ENSG00000052802	1525	2930	3564	1513	2934	2640	6872	5270	7667
ENSG00000052841	1053	1503	2207	2002	2287	2009	1754	1467	1926
ENSG00000052850	0	0	3	0	0	0	0	0	0
ENSG00000053108	2	0	0	0	5	1	0	0	0
ENSG00000053254	451	752	937	591	873	1058	984	1044	1302
ENSG00000053328	15	24	44	15	55	13	32	61	60
ENSG00000053371	1221	1676	2241	1646	2669	2491	1646	1582	2636
ENSG00000053372	518	764	1086	590	1541	971	577	541	934
ENSG00000053438	73	98	102	113	153	114	154	102	159
ENSG00000053501	145	233	308	223	310	241	250	248	357
ENSG00000053524	81	135	103	98	170	112	159	107	203
ENSG00000053702	6	22	30	9	22	4	2	11	12
ENSG00000053747	9	0	6	1	1	43	15	40	28
ENSG00000053770	1678	2414	4253	1462	3203	2393	3681	2941	4122
ENSG00000053900	655	770	1201	629	1232	991	990	949	1372
ENSG00000053918	16	27	32	8	79	30	203	152	253
ENSG00000054116	1491	2444	2896	1928	3207	2796	2388	2435	3260
ENSG00000054118	2103	3428	4512	2185	5350	3979	4188	3392	5211
ENSG00000054148	5849	8436	10482	4839	14121	9742	9670	10082	12319
ENSG00000054179	1	2	1	0	0	5	0	1	2
ENSG00000054219	0	4	10	0	0	0	0	0	0
ENSG00000054267	459	622	949	703	1019	762	792	783	1182
ENSG00000054277	123	186	186	111	148	222	308	226	340
ENSG00000054282	271	380	452	230	376	550	390	405	642
ENSG00000054356	533	686	787	1568	1165	1840	902	330	543
ENSG00000054392	184	253	316	138	373	140	803	551	638
ENSG00000054523	1131	1853	3052	1304	2803	2232	2246	1839	2774
ENSG00000054598	7	8	10	25	44	39	7	19	17
ENSG00000054611	315	485	777	448	887	929	606	421	710
ENSG00000054654	254	547	474	296	659	398	1786	1724	2051
ENSG00000054690	142	304	374	202	325	209	436	254	465
ENSG00000054793	87	233	271	160	197	142	430	231	276
ENSG00000054796	0	0	0	0	0	0	0	0	0
ENSG00000054803	0	0	0	0	0	0	2	0	0
ENSG00000054938	0	0	2	0	0	0	6	31	20
ENSG00000054965	151	198	261	190	229	125	279	301	440
ENSG00000054967	77	41	90	169	119	156	153	76	96
ENSG00000054983	915	1637	2285	586	1840	1313	2484	1664	2394
ENSG00000055044	1190	1857	2307	1718	3436	2372	2189	1570	2896
ENSG00000055070	587	938	1322	654	1195	976	881	948	962
ENSG00000055118	907	1124	2143	571	2308	997	1408	1216	2143
ENSG00000055130	1832	2824	4218	2155	4034	3518	4178	3726	5700
ENSG00000055147	405	605	863	389	984	635	843	567	1163
ENSG00000055163	2576	4748	6203	1923	6184	3385	7428	6560	9461
ENSG00000055208	415	907	1058	440	799	589	1065	964	1330
ENSG00000055211	998	1406	1994	1031	2056	1537	1593	1427	2346
ENSG00000055332	373	642	1039	465	1056	656	740	630	824
ENSG00000055483	557	773	981	723	1286	781	930	493	661
ENSG00000055609	400	655	1081	596	959	1010	1159	755	1174
ENSG00000055732	51	49	166	63	154	236	77	131	166
ENSG00000055813	17	39	54	9	88	67	11	7	25
ENSG00000055917	503	814	1312	764	779	928	1268	943	1510
ENSG00000055950	850	1082	1509	935	1676	1627	1202	925	2027
ENSG00000055955	0	0	1	1	4	3	1	0	0
ENSG00000055957	0	0	0	0	0	0	3	0	0
ENSG00000056050	495	873	1042	736	980	916	509	572	824
ENSG00000056097	2555	4133	5814	3694	5314	3935	5065	4595	6435
ENSG00000056277	73	126	173	152	184	109	193	178	141
ENSG00000056291	59	108	350	74	179	162	248	139	444
ENSG00000056487	2	1	4	10	5	17	8	10	19
ENSG00000056558	9	38	32	61	0	20	0	2	0
ENSG00000056586	1259	2296	2791	1228	2205	2017	2486	2216	3153
ENSG00000056736	73	151	136	75	193	93	189	139	262
ENSG00000056972	221	408	472	188	389	482	455	402	625
ENSG00000056998	603	908	1752	727	1510	1133	2020	1456	2655
ENSG00000057019	1511	2624	3686	1344	2215	2269	3304	2669	3234
ENSG00000057149	1	0	1	0	0	0	0	0	0
ENSG00000057252	760	1137	1548	731	1652	1220	1204	1283	1775
ENSG00000057294	11397	17657	25791	7852	25346	13570	27143	21789	33439
ENSG00000057468	1	0	0	7	2	0	0	3	4
ENSG00000057593	0	4	11	0	0	7	38	105	28
ENSG00000057608	4275	5878	9052	5185	8187	7855	6928	5547	9554
ENSG00000057657	21	29	28	43	50	170	54	28	146
ENSG00000057663	417	589	971	589	979	807	889	624	1112
ENSG00000057704	8	29	42	9	3	0	38	71	63
ENSG00000057757	794	1095	1603	1169	2209	1910	986	1061	1438
ENSG00000057935	1015	1482	1982	1048	1862	1731	1924	1589	2575
ENSG00000058056	897	1527	1729	867	1648	1041	2139	1880	2389
ENSG00000058063	356	638	1012	936	963	757	879	767	1147
ENSG00000058085	28	17	22	78	32	60	50	48	123
ENSG00000058091	714	1170	1330	619	1132	1173	1868	1750	2117
ENSG00000058262	4699	6956	11580	6846	11304	10359	8935	6822	11343
ENSG00000058272	2269	3179	4969	2099	4713	3053	4407	3459	5263
ENSG00000058335	0	0	5	17	9	1	0	0	2
ENSG00000058404	9	25	24	45	9	38	49	47	56
ENSG00000058453	77	183	360	77	430	228	119	147	267
ENSG00000058600	457	596	1138	671	1161	1206	901	892	1615
ENSG00000058668	625	1312	1872	463	1115	731	1272	1154	1623
ENSG00000058673	640	969	1575	737	1473	1473	1657	1107	1879
ENSG00000058729	926	1597	2234	1254	1889	1677	1502	1106	1508
ENSG00000058799	397	400	833	683	909	1012	779	672	1055
ENSG00000058804	623	996	1377	773	770	1074	1035	662	1067
ENSG00000058866	2	0	46	1	25	2	14	24	11
ENSG00000059122	829	1149	1696	1308	2587	1538	1257	928	1760
ENSG00000059145	180	244	320	332	350	301	193	144	281
ENSG00000059377	17	12	19	7	18	17	23	9	36
ENSG00000059378	4	15	16	19	0	17	52	12	37
ENSG00000059573	931	1201	1858	1342	2166	1840	1847	1482	2214
ENSG00000059588	126	251	260	146	230	137	349	345	434
ENSG00000059691	840	1485	1877	829	2144	1201	1817	1130	1898
ENSG00000059728	116	77	195	211	167	184	197	140	210
ENSG00000059758	731	1075	1652	963	1258	1028	1964	1486	1852
ENSG00000059769	208	254	332	204	273	256	350	388	413
ENSG00000059804	8005	12941	23637	12050	19646	20280	20518	12117	24465
ENSG00000059915	76	101	218	125	124	225	494	356	522
ENSG00000060069	505	854	1299	754	1241	1401	1219	780	1434
ENSG00000060138	4790	6386	8901	4763	10531	7892	8897	7504	9992
ENSG00000060140	11	16	50	3	19	0	12	55	109
ENSG00000060237	829	1124	1818	1110	1536	1116	1431	972	2601
ENSG00000060303	0	0	0	0	0	0	0	0	0
ENSG00000060339	1315	2232	2920	1862	3222	1959	2315	1944	3204
ENSG00000060491	664	748	1121	662	1305	1421	731	805	1143
ENSG00000060558	0	0	0	0	0	1	0	0	0
ENSG00000060566	15	17	7	2	19	21	41	39	98
ENSG00000060642	153	315	525	257	358	441	427	357	444
ENSG00000060656	110	128	203	268	418	311	691	427	524
ENSG00000060688	928	1753	1726	1560	2282	2249	1955	1741	2418
ENSG00000060709	0	0	4	2	24	0	17	18	34
ENSG00000060718	27	48	11	62	78	12	0	1	7
ENSG00000060749	138	179	386	240	303	239	294	192	481
ENSG00000060762	1525	2665	3158	1398	3041	2122	1907	1824	2301
ENSG00000060971	1389	2270	2544	1315	3328	2421	2731	2102	4193
ENSG00000060982	955	1168	2384	662	1462	1308	1285	1066	1624
ENSG00000061273	341	509	809	645	986	798	485	249	542
ENSG00000061337	28	16	63	42	52	2	284	87	265
ENSG00000061455	151	277	312	78	482	231	605	264	598
ENSG00000061492	0	1	0	0	0	0	0	0	0
ENSG00000061656	9	12	49	22	16	14	23	15	25
ENSG00000061676	3172	4326	6920	3665	5261	4335	8243	5406	7658
ENSG00000061794	1524	2164	3040	1604	3163	2459	2056	1912	2987
ENSG00000061918	177	416	506	220	281	255	198	93	287
ENSG00000061936	246	435	512	345	575	559	320	252	487
ENSG00000061938	56	88	145	37	196	89	76	122	112
ENSG00000061987	540	894	1229	733	1061	633	880	764	1439
ENSG00000062038	2136	3571	4709	1320	4219	2882	6651	5355	9325
ENSG00000062096	7	0	0	0	0	0	13	8	0
ENSG00000062194	848	1612	2009	1586	2085	2226	2021	1561	3051
ENSG00000062282	95	126	305	89	147	190	644	421	718
ENSG00000062370	66	208	205	70	207	170	202	95	131
ENSG00000062485	5524	9197	12822	4521	11668	7828	10084	7585	13563
ENSG00000062524	5	45	49	16	31	21	8	12	1
ENSG00000062582	14	21	30	21	45	14	15	17	24
ENSG00000062598	947	1348	2053	1341	1814	1800	2664	1949	3827
ENSG00000062650	1262	2070	2851	1896	2789	2467	2265	2242	3064
ENSG00000062716	1815	2809	4162	3251	4422	3896	3205	2292	3396
ENSG00000062725	602	907	1479	1124	1408	1046	984	877	1388
ENSG00000062822	699	954	1356	709	1539	1207	2086	1202	2532
ENSG00000063015	0	2	20	6	5	1	1	9	0
ENSG00000063046	880	1212	1987	1389	2005	1956	1485	1075	2509
ENSG00000063127	11	9	12	14	32	36	12	14	21
ENSG00000063169	30	56	39	23	44	24	25	21	47
ENSG00000063176	263	265	454	148	529	383	290	382	453
ENSG00000063177	3027	4248	5572	3888	6682	6799	3696	3959	5183
ENSG00000063180	61	118	119	45	141	159	287	294	333
ENSG00000063241	790	1484	1881	686	1978	1128	2098	1903	3165
ENSG00000063244	73	142	132	68	188	119	141	108	148
ENSG00000063245	589	804	911	607	1337	1063	742	773	1119
ENSG00000063322	1871	2811	4238	2584	4411	3290	3085	2440	3608
ENSG00000063438	6	43	6	22	116	27	42	10	18
ENSG00000063515	0	0	0	1	0	2	0	0	1
ENSG00000063587	63	174	394	233	310	249	286	413	133
ENSG00000063601	435	597	1011	556	958	591	1248	1018	1320
ENSG00000063660	1322	1750	2792	1795	2939	2576	2540	1960	2383
ENSG00000063761	286	375	405	287	903	414	670	522	959
ENSG00000063854	1365	2169	3007	1493	3659	2683	3903	2947	4906
ENSG00000063978	1584	3140	3789	2182	4591	2887	3869	2569	4412
ENSG00000064012	64	76	150	64	249	132	28	26	74
ENSG00000064042	172	410	518	447	445	511	267	260	521
ENSG00000064102	636	1034	1394	852	1414	1493	1118	898	1520
ENSG00000064115	2329	2984	4927	3125	4967	4604	3445	2666	4272
ENSG00000064195	0	0	7	0	19	0	0	9	19
